HEROP_ID,OdMortRtAv
050US40005,24.7
050US40007,16.7
050US40009,22.86
050US40011,21.32
050US40013,23.66
050US40015,23.1
050US40017,14.78
050US40019,29.24
050US40021,26.56
050US40023,24.02
050US40025,20.5
050US40027,17.08
050US40029,30.98
050US40031,16.54
050US40033,23.9
050US40035,22.74
050US40037,25.32
050US40039,16.82
050US40041,20.02
050US40043,18.14
050US40045,18.14
050US40047,15.9
050US40049,30.88
050US40051,22.56
050US40053,17.42
050US40055,22.82
050US40057,21.72
050US40059,16.84
050US40061,25.92
050US40063,28
050US40065,22.24
050US40067,28.68
050US40069,33.24
050US40071,17.98
050US40073,17.74
050US40075,23.26
050US40077,28.84
050US40079,25.38
050US40081,22.68
050US40083,15.84
050US40085,27.56
050US40087,21.88
050US40089,23.66
050US40091,28.74
050US40093,18.02
050US40095,20.84
050US40097,25.92
050US40099,32.12
050US40101,29.1
050US40103,19.54
050US40105,20.62
050US40107,26.18
050US40109,20.06
050US40111,25.58
050US40113,21.38
050US40115,21.08
050US40117,28.08
050US40119,13.72
050US40121,27.24
050US40123,26.62
050US40125,25.08
050US40127,29.46
050US40129,17.5
050US40131,16.38
050US40133,27.36
050US40135,28.58
050US40137,23.74
050US40139,17.54
050US40141,22.52
050US40143,20.72
050US40145,22.58
050US40147,19.44
050US40149,22.28
050US40151,19.58
050US40153,19.06
050US41001,17.58
050US41003,10.52
050US41005,10.8
050US41007,21.3
050US41009,16.16
050US41011,16.82
050US41013,15.8
050US41015,21.28
050US41017,12.18
050US41019,16.46
050US41021,14.06
050US41023,15.94
050US41025,17.88
050US41027,13.98
050US41029,17.7
050US41031,13.3
050US41033,19.3
050US41035,18.14
050US41037,20.28
050US41039,19.18
050US41041,20.24
050US41043,14.52
050US41045,15.04
050US41047,11.92
050US41049,13.82
050US41051,19.8
050US41053,11.38
050US41055,14.62
050US41057,18.72
050US41059,12.02
050US41061,16.18
050US41063,15.46
050US41065,13.94
050US41067,9.74
050US41069,14.6
050US41071,12.38
050US42001,16.22
050US42003,45.08
050US42005,37.5
050US42007,38.3
050US42009,23.86
050US42011,22.64
050US42013,26.2
050US42015,19.06
050US42017,33.86
050US42019,32.72
050US42021,48.02
050US42023,16.78
050US42025,32.74
050US42027,11.2
050US42029,23.84
050US42031,19.66
050US42033,19.84
050US42035,15.16
050US42037,21.06
050US42039,27.52
050US42041,19.82
050US42043,27.7
050US42045,39.36
050US42047,19.98
050US42049,27.42
050US42051,40.38
050US42053,19.68
050US42055,16.72
050US42057,26.22
050US42059,30.1
050US42061,19.12
050US42063,34.68
050US42065,22.4
050US42067,15.46
050US42069,34.2
050US42071,21.16
050US42073,39.2
050US42075,14.78
050US42077,25.02
050US42079,38.4
050US42081,20.24
050US42083,17.84
050US42085,31.54
050US42087,18.68
050US42089,22.4
050US42091,25.22
050US42093,23.16
050US42095,27.76
050US42097,26.16
050US42099,20.3
050US42101,54.1
050US42103,26.64
050US42105,16.16
050US42107,30.2
050US42109,14.22
050US42111,27.28
050US42113,19.24
050US42115,21.84
050US42117,15.12
050US42119,12.22
050US42121,22.2
050US42123,16.46
050US42125,38.98
050US42127,27.8
050US42129,43.58
050US42131,30.1
050US42133,25.62
050US44001,22.7
050US44003,29.98
050US44005,22.56
050US44007,32.28
050US44009,20.48
050US45001,17.92
050US45003,21.72
050US45005,12.86
050US45007,20.68
050US45009,15.4
050US45011,15.42
050US45013,13
050US45015,18.48
050US45017,14.18
050US45019,19.78
050US45021,17.06
050US45023,16.12
050US45025,16.12
050US45027,12.78
050US45029,19
050US45031,15.02
050US45033,15.62
050US45035,16.68
050US45037,15.32
050US45039,15.7
050US45041,15.94
050US45043,23.1
050US45045,23.3
050US45047,17.28
050US45049,13.54
050US45051,29.36
050US45053,15.8
050US45055,15.54
050US45057,20.24
050US45059,21.9
050US45061,13.86
050US45063,18.46
050US45065,16.52
050US45067,16.76
050US45069,14.56
050US45071,13.88
050US45073,28.54
050US45075,11.88
050US45077,29.16
050US45079,15.8
050US45081,14.76
050US45083,23.7
050US45085,13.42
050US45087,18.58
050US45089,15.8
050US45091,20.28
050US46003,10.26
050US46005,11.18
050US46007,12.3
050US46009,9.62
050US46011,10.08
050US46013,10.34
050US46015,11.54
050US46017,11.82
050US46019,13.22
050US46021,11.62
050US46023,10.46
050US46025,10.34
050US46027,9.38
050US46029,10.52
050US46031,13.42
050US46033,15.02
050US46035,9.4
050US46037,10.14
050US46039,10.46
050US46041,12.82
050US46043,9.86
050US46045,10.22
050US46047,18.26
050US46049,10.78
050US46051,10.2
050US46053,11.08
050US46055,12.08
050US46057,10.14
050US46059,10.64
050US46061,9.54
050US46063,13.02
050US46065,11.12
050US46067,9.14
050US46069,10.8
050US46071,11.86
050US46073,10.78
050US46075,11.82
050US46077,9.82
050US46079,9.48
050US46081,13.76
050US46083,8.38
050US46085,11.62
050US46087,9.5
050US46089,10.22
050US46091,10.4
050US46093,12.72
050US46095,12.08
050US46097,9.8
050US46099,11.3
050US46101,10.32
050US46102,15.2
050US46103,11.06
050US46105,12.6
050US46107,10.88
050US46109,11.3
050US46111,9.98
050US46115,11.12
050US46117,11.44
050US46119,11.08
050US46121,14.3
050US46123,11.38
050US46125,9.54
050US46127,9.74
050US46129,10.94
050US46135,10.42
050US46137,13.5
050US47001,40.08
050US47003,20.82
050US47005,33.02
050US47007,23.9
050US47009,32.1
050US47011,23.66
050US47013,37.98
050US47015,30.72
050US47017,20.06
050US47019,27.92
050US47021,39.8
050US47023,19.5
050US47025,38.88
050US47027,38.88
050US47029,28.24
050US47031,25.84
050US47033,17.44
050US47035,23.2
050US47037,33.62
050US47039,27.24
050US47041,32.06
050US47043,29.14
050US47045,16.16
050US47047,15.64
050US47049,32.06
050US47051,22.38
050US47053,19.24
050US47055,23.4
050US47057,29.74
050US47059,27.98
050US47061,27.16
050US47063,29.84
050US47065,21.12
050US47067,41.62
050US47069,16.12
050US47071,29.24
050US47073,30.04
050US47075,17.06
050US47077,22.76
050US47079,25.78
050US47081,27.82
050US47083,28.02
050US47085,27.46
050US47087,36.9
050US47089,24.82
050US47091,21.54
050US47093,44.52
050US47095,18.24
050US47097,20.54
050US47099,23.42
050US47101,25.36
050US47103,19.28
050US47105,31.52
050US47107,26.68
050US47109,22.16
050US47111,25.46
050US47113,13.66
050US47115,22.22
050US47117,24.98
050US47119,22.2
050US47121,33.36
050US47123,29.76
050US47125,22.04
050US47127,21.32
050US47129,32.4
050US47131,15.66
050US47133,31.78
050US47135,27.02
050US47137,34.62
050US47139,25.98
050US47141,23.58
050US47143,26.44
050US47145,39.98
050US47147,22.56
050US47149,21.86
050US47151,30.46
050US47153,25.28
050US47155,32.44
050US47157,21.68
050US47159,34.18
050US47161,25.04
050US47163,26.26
050US47165,20.98
050US47167,21.94
050US47169,28.58
050US47171,33.44
050US47173,36.56
050US47175,24.16
050US47177,21.66
050US47179,25
050US47181,22.76
050US47183,18.2
050US47185,27.04
050US47187,14.52
050US47189,27.26
050US48001,16
050US48003,15.68
050US48005,14.1
050US48007,18.54
050US48009,21.88
050US48011,14.7
050US48013,10.72
050US48015,10.7
050US48017,16.92
050US48019,14.38
050US48021,11.54
050US48023,23.72
050US48025,12.14
050US48027,9.58
050US48029,11.78
050US48031,14.12
050US48033,14.5
050US48035,13.98
050US48037,11.16
050US48039,11.44
050US48041,7.58
050US48043,15.36
050US48045,15.56
050US48047,10.34
050US48049,15.92
050US48051,11.6
050US48053,13.34
050US48055,11
050US48057,15.34
050US48059,15.32
050US48061,6.22
050US48063,14.46
050US48065,16.76
050US48067,13.24
050US48069,13.72
050US48071,17.96
050US48073,13.38
050US48075,20.38
050US48077,22.08
050US48079,18.18
050US48081,14.4
050US48083,13.42
050US48085,8.32
050US48087,19.16
050US48089,10.3
050US48091,12.46
050US48093,13.94
050US48095,12.84
050US48097,18.44
050US48099,8.8
050US48101,16.96
050US48103,15.6
050US48105,13.6
050US48107,14.54
050US48109,17.84
050US48111,20.06
050US48113,12.64
050US48115,15.94
050US48117,16.88
050US48119,16
050US48121,8.5
050US48123,11.58
050US48125,14.92
050US48127,11.18
050US48129,16.64
050US48131,12.46
050US48133,15.62
050US48135,14.62
050US48137,11.18
050US48139,9.6
050US48141,10.62
050US48143,12.08
050US48145,12.66
050US48147,14.16
050US48149,11.16
050US48151,14.32
050US48153,13.72
050US48155,19.58
050US48157,6.66
050US48159,13.66
050US48161,14.06
050US48163,10.84
050US48165,16.74
050US48167,17.4
050US48169,14.26
050US48171,12.54
050US48173,13.74
050US48175,13.28
050US48177,11.64
050US48179,15
050US48181,13.08
050US48183,10.72
050US48185,13.12
050US48187,9.76
050US48189,12.52
050US48191,16.82
050US48193,13.86
050US48195,17
050US48197,19.58
050US48199,17.58
050US48201,11.82
050US48203,11.74
050US48205,18.68
050US48207,16.68
050US48209,9.68
050US48211,16.82
050US48213,16.88
050US48215,4.06
050US48217,13.38
050US48219,15.22
050US48221,14.86
050US48223,12.92
050US48225,14.66
050US48227,14.8
050US48229,16.26
050US48231,13.46
050US48233,17.22
050US48235,14.38
050US48237,18.9
050US48239,13.36
050US48241,18.48
050US48243,15.58
050US48245,14.76
050US48247,10.52
050US48249,11.84
050US48251,11.62
050US48253,14.4
050US48255,11.42
050US48257,13.7
050US48259,11.22
050US48261,9.28
050US48263,14.76
050US48265,14.96
050US48267,13.3
050US48269,16.38
050US48271,10.38
050US48273,12.08
050US48275,17.2
050US48277,14.48
050US48279,15.36
050US48281,12.32
050US48283,11.78
050US48285,11.66
050US48287,11.32
050US48289,16.04
050US48291,17.48
050US48293,13.66
050US48295,17.38
050US48297,11.98
050US48299,15.8
050US48301,20.08
050US48303,13.76
050US48305,14.9
050US48307,13.56
050US48309,10.38
050US48311,11.5
050US48313,12.34
050US48315,15.7
050US48317,15.56
050US48319,13.2
050US48321,12.28
050US48323,8.62
050US48325,8.94
050US48327,13.9
050US48329,10.16
050US48331,11.58
050US48333,14.32
050US48335,14.38
050US48337,21.1
050US48339,14.4
050US48341,15.58
050US48343,14.7
050US48345,15.74
050US48347,13.26
050US48349,12.8
050US48351,21.34
050US48353,16.36
050US48355,17.82
050US48357,17.7
050US48359,18.94
050US48361,23.56
050US48363,17.64
050US48365,14.2
050US48367,13.34
050US48369,16.64
050US48371,14.2
050US48373,18.54
050US48375,16.54
050US48377,12.9
050US48379,14.58
050US48381,13.44
050US48383,15.14
050US48385,12.2
050US48387,16.16
050US48389,18.74
050US48391,15.4
050US48393,16.58
050US48395,13.68
050US48397,10.34
050US48399,13.34
050US48401,11.76
050US48403,17.76
050US48405,16.94
050US48407,18.62
050US48409,14.86
050US48411,13.88
050US48413,13.06
050US48415,14.48
050US48417,15.62
050US48419,16.56
050US48421,18.76
050US48423,11.06
050US48425,13.14
050US48427,8.06
050US48429,18.32
050US48431,13.88
050US48433,15.58
050US48435,12.26
050US48437,13.78
050US48439,9.6
050US48441,13.64
050US48443,12.92
050US48445,14.98
050US48447,19.34
050US48449,12.8
050US48451,12.36
050US48453,12.72
050US48455,17.94
050US48457,19.8
050US48459,13.4
050US48461,14.48
050US48463,11.12
050US48465,9.48
050US48467,14.72
050US48469,11.86
050US48471,10.6
050US48473,11.92
050US48475,18
050US48477,10.5
050US48479,11.44
050US48481,11.12
050US48483,17.66
050US48485,17.88
050US48487,23.48
050US48489,7.98
050US48491,7.36
050US48493,10.08
050US48495,19.92
050US48497,14.36
050US48499,13.7
050US48501,17.22
050US48503,23.96
050US48505,11.92
050US48507,11.02
050US49001,26.68
050US49003,21.16
050US49005,14.28
050US49007,38.4
050US49009,23.86
050US49011,17.3
050US49013,26.06
050US49015,34.48
050US49017,23.96
050US49019,26.12
050US49021,23.04
050US49023,26.9
050US49025,25.3
050US49027,26.1
050US49029,24.08
050US49031,25.1
050US49033,22.86
050US49035,23.86
050US49037,19.6
050US49039,23.34
050US49041,26.46
050US49043,20.4
050US49045,24.28
050US49047,22.5
050US49049,17.52
050US49051,21.66
050US49053,21.18
050US49055,27.56
050US49057,26.44
050US50001,14.02
050US50003,17.56
050US50005,19.44
050US50007,15.84
050US50009,19.38
050US50011,19.04
050US50013,16.4
050US50015,16.04
050US50017,17.84
050US50019,18.94
050US50021,21.62
050US50023,17.8
050US50025,27.4
050US50027,22.94
050US51001,17.02
050US51003,9.2
050US51005,22.8
050US51007,16.56
050US51009,13.48
050US51011,13.52
050US51013,8.38
050US51015,15.56
050US51017,20.34
050US51019,14.48
050US51021,38.4
050US51023,17.28
050US51025,18.58
050US51027,46.4
050US51029,15.82
050US51031,12.82
050US51033,19.36
050US51035,21.08
050US51036,17.08
050US51037,15.58
050US51041,19.64
050US51043,19.26
050US51045,22.16
050US51047,22.52
050US51049,16.32
050US51051,49.16
050US51053,16.84
050US51057,18.38
050US51059,8.68
050US51061,20.68
050US51063,20.2
050US51065,13.28
050US51067,21.08
050US51069,22.16
050US51071,28.8
050US51073,16.98
050US51075,15.5
050US51077,23.68
050US51079,15.9
050US51081,19.5
050US51083,14.98
050US51085,15.84
050US51087,17.68
050US51089,26.22
050US51091,19.16
050US51093,15.76
050US51095,12.2
050US51097,19.46
050US51099,22.84
050US51101,19.42
050US51103,17.64
050US51105,31.78
050US51107,8.54
050US51109,17.8
050US51111,16.84
050US51113,19.08
050US51115,16.52
050US51117,16.72
050US51119,18.06
050US51121,14.96
050US51125,15.56
050US51127,17.94
050US51131,16.74
050US51133,19.3
050US51135,18.84
050US51137,22.72
050US51139,18.24
050US51141,24.24
050US51143,15.78
050US51145,16
050US51147,14.96
050US51149,15.26
050US51153,12
050US51155,31.78
050US51157,20.82
050US51159,19.5
050US51161,18.14
050US51163,15.68
050US51165,11.04
050US51167,31.56
050US51169,25.14
050US51171,19.96
050US51173,23.6
050US51175,15.7
050US51177,18.3
050US51179,15.5
050US51181,15.34
050US51183,16.1
050US51185,39.02
050US51187,26.74
050US51191,20.18
050US51193,25.46
050US51195,43.64
050US51197,27.26
050US51199,12.8
050US51510,10.58
050US51520,26.12
050US51530,14.42
050US51540,12.86
050US51550,17.42
050US51570,23.14
050US51580,21.72
050US51590,18.3
050US51595,17.06
050US51600,13.74
050US51610,10.52
050US51620,16.28
050US51630,20.68
050US51640,25.14
050US51650,19.04
050US51660,13
050US51670,23.64
050US51678,15.44
050US51680,12.68
050US51683,16.72
050US51685,12.04
050US51690,26.28
050US51700,17.48
050US51710,20.54
050US51720,39.64
050US51730,25.84
050US51735,17.32
050US51740,23.46
050US51750,23.66
050US51760,30.46
050US51770,31.12
050US51775,22.38
050US51790,17.94
050US51800,12.4
050US51810,14.96
050US51820,17.8
050US51830,15.5
050US51840,26.28
050US53001,14.3
050US53003,18.9
050US53005,15.64
050US53007,16.28
050US53009,25.1
050US53011,15.18
050US53013,15.48
050US53015,22
050US53017,15.74
050US53019,22.28
050US53021,11.06
050US53023,16.58
050US53025,15.62
050US53027,25.18
050US53029,15.16
050US53031,21.8
050US53033,15.82
050US53035,15.9
050US53037,13.74
050US53039,16.68
050US53041,19.02
050US53043,18.84
050US53045,21.26
050US53047,18.26
050US53049,22.3
050US53051,22.4
050US53053,17.7
050US53055,19.56
050US53057,18.84
050US53059,19.22
050US53061,19.12
050US53063,18.86
050US53065,19.38
050US53067,14.6
050US53069,21.12
050US53071,17.58
050US53073,12.08
050US53075,12.82
050US53077,14.6
050US54001,23.66
050US54003,52.72
050US54005,67.52
050US54007,27.94
050US54009,36.88
050US54011,96.42
050US54013,27.62
050US54015,35.72
050US54017,24.58
050US54019,48.76
050US54021,27.92
050US54023,23.02
050US54025,31.94
050US54027,40.74
050US54029,42.72
050US54031,21
050US54033,30.88
050US54035,25.26
050US54037,34.52
050US54039,61.5
050US54041,24.88
050US54043,53.98
050US54045,70.3
050US54047,78.96
050US54049,22.96
050US54051,23.42
050US54053,39.42
050US54055,57.02
050US54057,27.5
050US54059,62.08
050US54061,21.24
050US54063,32.22
050US54065,35.1
050US54067,34.46
050US54069,31.06
050US54071,18.6
050US54073,22.28
050US54075,27.6
050US54077,21.24
050US54079,36.64
050US54081,69.66
050US54083,20.92
050US54085,23.98
050US54087,30.08
050US54089,44.28
050US54091,22.3
050US54093,20.12
050US54095,22.1
050US54097,20.48
050US54099,63.32
050US54101,32.58
050US54103,24.26
050US54105,26.5
050US54107,30.66
050US54109,76.08
050US55001,20.2
050US55003,20.88
050US55005,10.66
050US55007,16.6
050US55009,13.26
050US55011,11.5
050US55013,13.7
050US55015,10.9
050US55017,12.4
050US55019,10.46
050US55021,21.96
050US55023,13.74
050US55025,19.34
050US55027,20.64
050US55029,14.76
050US55031,15.6
050US55033,10.14
050US55035,11.6
050US55037,18.72
050US55039,13.88
050US55041,20.3
050US55043,10.58
050US55045,15.48
050US55047,16.46
050US55049,14.32
050US55051,18.8
050US55053,13.84
050US55055,16.36
050US55057,15.16
050US55059,24.44
050US55061,15.54
050US55063,15.62
050US55065,12.74
050US55067,14.9
050US55069,14.48
050US55071,16.3
050US55073,10.98
050US55075,14.5
050US55077,22.42
050US55078,17.18
050US55079,35.1
050US55081,15.98
050US55083,11.16
050US55085,15.26
050US55087,10.3
050US55089,12.08
050US55091,10.6
050US55093,9.46
050US55095,9.3
050US55097,11.06
050US55099,16.7
050US55101,18.84
050US55103,15.56
050US55105,24.14
050US55107,14.8
050US55109,9.42
050US55111,19.78
050US55113,19.34
050US55115,11.98
050US55117,15.94
050US55119,13.48
050US55121,12.34
050US55123,12.76
050US55125,20.22
050US55127,18.52
050US55129,14.78
050US55131,15.4
050US55133,15.86
050US55135,11.32
050US55137,13.94
050US55139,15.46
050US55141,12.56
050US56001,16.06
050US56003,20.3
050US56005,15.18
050US56007,22.78
050US56009,17.3
050US56011,14.5
050US56013,22
050US56015,16.7
050US56017,18.56
050US56019,18.1
050US56021,16.8
050US56023,22.02
050US56025,19.06
050US56027,16.52
050US56029,16.56
050US56031,18.24
050US56033,15.5
050US56035,18.54
050US56037,20.84
050US56039,15.24
050US56041,23.02
050US56043,20.28
050US56045,15.46
050US72001,
050US72003,
050US72005,
050US72007,
050US72009,
050US72011,
050US72013,
050US72015,
050US72017,
050US72019,
050US72021,
050US72023,
050US72025,
050US72027,
050US72029,
050US72031,
050US72033,
050US72035,
050US72037,
050US72039,
050US72041,
050US72043,
050US72045,
050US72047,
050US72049,
050US72051,
050US72053,
050US72054,
050US72055,
050US72057,
050US72059,
050US72061,
050US72063,
050US72065,
050US72067,
050US72069,
050US72071,
050US72073,
050US72075,
050US72077,
050US72079,
050US72081,
050US72083,
050US72085,
050US72087,
050US72089,
050US72091,
050US72093,
050US72095,
050US72097,
050US72099,
050US72101,
050US72103,
050US72105,
050US72107,
050US72109,
050US72111,
050US72113,
050US72115,
050US72117,
050US72119,
050US72121,
050US72123,
050US72125,
050US72127,
050US72129,
050US72131,
050US72133,
050US72135,
050US72137,
050US72139,
050US72141,
050US72143,
050US72145,
050US72147,
050US72149,
050US72151,
050US72153,